pipeline_id,run_id,timestamp,ci_tool,repository,branch,commit_hash,author,language,os,cloud_provider,build_duration_sec,test_duration_sec,deploy_duration_sec,failure_stage,failure_type,error_code,error_message,severity,cpu_usage_pct,memory_usage_mb,retry_count,is_flaky_test,rollback_triggered,incident_created,result,commit_size,files_changed,warnings,tests_failed,previous_failure_rate
jenkins-recsys-clickthrough-service-ci,recsys-clickthrough-service/release-2026-07#26206,2026-05-17T12:34:00,Jenkins,mlops/recsys-clickthrough-service,release/2026.07,94c2b65ea503ce7d134f99262461d8a2fbe5de67,maria_sre,Go,ubuntu-latest,GCP,122,1372,226,deploy,Deployment Failure,HEALTHCHECK_FAILED,[Pipeline] stage(deploy) | [Pipeline] sh | helm upgrade --install recsys-clickthrough-service charts/app -n dev | Error: UPGRADE FAILED: cannot patch Deployment: spec.template.spec.containers[0].image: Invalid value registry.gitlab.com/recsys-clickthrough-service:94c2b65e | script returned exit code 1,CRITICAL,64.94,1736,1,False,False,False,FAIL,29,38,13,0,0.269
gitlab-inventory-sync-worker-pr-validation,pipeline/996560/job/2356434,2026-04-29T11:29:00,GitLab CI,ops/inventory-sync-worker,main,e7ee160f49403bcfe3e2c8874901ac1879190912,dependabot[bot],Go,ubuntu-latest,AWS,328,221,713,build,Resource Exhaustion,CPU_LIMIT_EXCEEDED,Running with gitlab-runner 17.x | stage=build | $ make build | npm run build | FATAL ERROR: Reached heap limit Allocation failed - JavaScript heap out of memory | address=0x7fcd2e9994cd,CRITICAL,98.89,32245,1,False,False,False,FAIL,21,32,14,0,0.598
circleci-internal-api-gateway-pr-validation,e4ffcc62-4d49-58b7-ba0d-2ac214d2549c,2026-04-25T22:04:00,CircleCI,platform/internal-api-gateway,bugfix/payment-webhook,82c6f8e47f126c069639f5fa08838661170d3fd6,security_scan_bot,C++,windows-latest,Azure,904,1265,990,deploy,Permission Error,GCP_IAM_DENIED,CircleCI step deploy | working_directory=~/project/internal-api-gateway | gcloud run deploy | PERMISSION_DENIED: principal ci-deploy@project.iam.gserviceaccount.com lacks roles/run.admin | Exited with code 1,HIGH,55.36,12644,2,False,False,False,FAIL,12,20,5,0,0.573
gitlab-kafka-stream-processor-pr-validation,pipeline/983642/job/2328013,2026-04-06T03:50:00,GitLab CI,data/kafka-stream-processor,bugfix/flaky-login-test,9eea073ba59d5f448df1e8ec6707ceeb2e6bb844,platform_admin,NodeJS,ubuntu-latest,On-Prem,859,1291,0,build,Build Failure,GO_BUILD_FAILED,"Running with gitlab-runner 17.x | stage=build | $ make build | /home/runner/work/kafka-stream-processor/kafka-stream-processor/src/deploy/index.ts:173:7: error TS2307: Cannot find module ""@company/search"" or its corresponding type declarations",MEDIUM,90.96,17427,1,False,False,False,FAIL,22,17,13,0,0.542
gha-analytics-etl-build-test-deploy,118000815150-1,2026-04-17T21:25:00,GitHub Actions,data/analytics-etl,bugfix/payment-webhook,c3872426933263f19b1b7d82f311b41c8aab210b,qa_automation,C++,windows-latest,On-Prem,1237,232,0,build,Build Failure,DOCKER_BUILD_FAILED,"Run build job on ubuntu-latest | ##[group]refs/heads/bugfix/payment-webhook | mvn -B package | [ERROR] COMPILATION ERROR : C:\agent\_work\1\s\src\users\service.cpp:[226,69] cannot find symbol class RiskDecision",CRITICAL,83.78,22938,2,False,False,False,FAIL,50,33,11,0,0.42
jenkins-risk-scoring-service-deploy-staging,risk-scoring-service/dependabot-npm-and-yarn-#30027,2026-04-21T18:14:00,Jenkins,risk/risk-scoring-service,dependabot/npm_and_yarn/lodash-4.17.21,c71650fb6d6417474e96a4218040306df790b453,sara_platform,Rust,windows-latest,On-Prem,1592,275,349,deploy,Security Scan Failure,SEMGREP_BLOCKING_FINDING,[Pipeline] stage(deploy) | [Pipeline] sh | command returned non-zero status during deploy; detailed tool output was written above and summary artifact was not created | sha=c71650fb | script returned exit code 1,CRITICAL,92.02,4156,3,False,False,False,FAIL,69,40,18,0,0.598
circleci-payment-gateway-service-security-scan,953c07ed-777f-520d-9ab0-3a84dd56d193,2026-05-14T18:50:00,CircleCI,payments/payment-gateway-service,develop,832f2113df3c88ef05530a80bf9f56309160a960,release_manager,Java,macos-latest,On-Prem,152,1258,293,deploy,Deployment Failure,ROLLBACK_REQUIRED,CircleCI step deploy | working_directory=~/project/payment-gateway-service | kubectl describe pod | Warning FailedScheduling: 0/6 nodes are available: insufficient memory | namespace=ml-prod,HIGH,63.5,20320,2,False,True,True,FAIL,64,35,9,0,0.492
gitlab-user-session-service-security-scan,pipeline/1028956/job/2427707,2026-05-08T21:35:00,GitLab CI,platform/user-session-service,ci/cd-proyecto,769388bb0495c0711123cc40d509e7dfe4c8b8b8,github-actions[bot],Go,windows-latest,GCP,1759,327,172,build,Configuration Error,INVALID_WORKFLOW_YAML,Running with gitlab-runner 17.x | stage=build | $ make build | python -m app.config_check | pydantic.error_wrappers.ValidationError: DATABASE_URL field required for environment=staging | ERROR: Job failed: exit code 1,HIGH,75.05,4192,0,False,False,False,FAIL,9,6,7,0,0.781
circleci-notification-service-pr-validation,e8d9779a-5bf3-51dc-9bdf-f72a39a15416,2026-05-30T15:20:00,CircleCI,messaging/notification-service,bugfix/payment-webhook,865b890bef43c3670a8e53724fa7c4377aee0621,renovate[bot],Rust,self-hosted-linux,AWS,608,553,1190,deploy,Security Scan Failure,BANDIT_HIGH_SEVERITY,CircleCI step deploy | working_directory=~/project/notification-service | bandit -r src | Issue: [B105:hardcoded_password_string] Possible hardcoded password at /workspace/notification-service/src/users.rs:117,CRITICAL,86.51,11523,0,False,False,False,FAIL,50,7,17,0,0.411
circleci-inventory-sync-worker-nightly-regression,1a814053-cfb7-53cf-9dc6-f856d271e045,2026-04-07T06:22:00,CircleCI,ops/inventory-sync-worker,feature/model-registry,862ec9234ef9f5b8adcee6f598eddce5e1684aa0,sara_platform,Java,ubuntu-latest,AWS,216,360,1155,test,Dependency Error,NPM_ETARGET,CircleCI step test | working_directory=~/project/inventory-sync-worker | mvn dependency:resolve | Could not find artifact com.company:models-client:jar:2.7.14 in internal-nexus (https://nexus.internal.example.com/repository/maven-public) | Exited with code 1,MEDIUM,92.85,6854,3,False,False,False,FAIL,78,34,7,0,0.606
gha-search-api-build-test-deploy,118000924822-3,2026-05-14T17:26:00,GitHub Actions,search/search-api,release/2026.06,c1116a476f5b7ca3dbcb0ad70c4744a2fcf822e8,dependabot[bot],Java,self-hosted-linux,AWS,257,803,1062,deploy,Deployment Failure,ALB_TARGET_UNHEALTHY,Run deploy job on ubuntu-latest | ##[group]refs/heads/release | AWS ALB target group health check failed: target 10.249.192.238:5143 unhealthy after deployment; CodeDeploy marked revision failed | Error: Process completed with exit code 1,HIGH,42.23,7029,1,False,False,True,FAIL,15,38,4,0,0.896
circleci-deploypilot-ai-release,9e1c8c20-212c-5717-b893-1e93c02de42a,2026-05-15T02:56:00,CircleCI,devops/deploypilot-ai,bugfix/flaky-login-test,b7c3312cd6f60296fba00523e20d7f472813ff06,sara_platform,NodeJS,ubuntu-latest,AWS,75,98,115,build,Build Failure,RUST_E0432,CircleCI step build | working_directory=~/project/deploypilot-ai | cargo build --release | error[E0432]: unresolved import crate::billing at /home/runner/work/deploypilot-ai/deploypilot-ai/src/orders/index.ts:217:67,MEDIUM,67.88,2818,0,False,False,False,FAIL,2,4,1,0,0.137
gha-web-portal-nightly-regression,118001006279-2,2026-06-03T14:36:00,GitHub Actions,web/web-portal,feature/model-registry,acc7ade198dd07a057bb97b5692ebf14229ffe0c,dependabot[bot],Rust,windows-latest,On-Prem,140,705,1423,deploy,Deployment Failure,K8S_ROLLOUT_TIMEOUT,Run deploy job on ubuntu-latest | ##[group]refs/heads/feature/model-registry | AWS ALB target group health check failed: target 10.88.140.128:3470 unhealthy after deployment; CodeDeploy marked revision failed | Error: Process completed with exit code 1,CRITICAL,35.12,6843,4,False,True,True,FAIL,45,26,15,0,0.461
jenkins-web-portal-deploy-staging,web-portal/bugfix-payment-webhook#27706,2026-05-31T02:54:00,Jenkins,web/web-portal,bugfix/payment-webhook,f6a6a32ff2680d2fd7a658d63a7e20faba9a865a,dependabot[bot],Java,ubuntu-latest,GCP,1257,998,995,deploy,Permission Error,SECRET_NOT_FOUND,[Pipeline] stage(deploy) | [Pipeline] sh | kubectl apply -f k8s/deployment.yaml -n ml-staging | Error from server (Forbidden): serviceaccount ci-deployer cannot patch deployments.apps in namespace ml-staging,CRITICAL,94.18,15291,2,False,False,False,FAIL,71,28,6,0,0.304
circleci-customer-profile-api-ci,fa8e203e-4972-545d-8a4e-6233cad5a1c3,2026-04-19T08:37:00,CircleCI,core/customer-profile-api,develop,77d79ebaeb3d93569f90e0f8b9678e9f28dcaf37,qa_automation,Rust,macos-latest,On-Prem,177,1044,902,deploy,Configuration Error,YAML_PARSE_ERROR,CircleCI step deploy | working_directory=~/project/customer-profile-api | python -m app.config_check | pydantic.error_wrappers.ValidationError: DATABASE_URL field required for environment=staging | Exited with code 1,MEDIUM,69.69,3590,3,False,False,False,FAIL,3,6,9,0,0.788
gha-e2e-test-suite-nightly-regression,118000831799-2,2026-04-21T23:45:00,GitHub Actions,qa/e2e-test-suite,main,bc2aaeaefcda86026b130a5142486573c3ef90ea,security_scan_bot,Java,windows-latest,AWS,1006,1367,1076,build,Permission Error,AWS_ACCESS_DENIED,Run build job on ubuntu-latest | ##[group]refs/heads/main | kubectl apply -f k8s/deployment.yaml -n prod | Error from server (Forbidden): serviceaccount ci-deployer cannot patch deployments.apps in namespace prod,HIGH,88.29,21868,1,False,False,False,FAIL,36,41,7,0,0.307
ado-order-fulfillment-service-build-test-deploy,20260601.28,2026-06-05T01:09:00,Azure DevOps,commerce/order-fulfillment-service,release/2026.07,a296f17a75f13c8d8c9f09aa665c0949fcbb0a12,junior_juan,NodeJS,windows-latest,AWS,372,578,309,deploy,Configuration Error,INVALID_WORKFLOW_YAML,"##[section]Starting: deploy | Agent job on Azure Pipelines | terraform plan | Error: Missing required variable ""container_image""; set TF_VAR_container_image before deployment | ##[error]Bash exited with code 1",MEDIUM,73.72,10739,3,False,False,False,FAIL,18,10,6,0,0.316
jenkins-order-fulfillment-service-nightly-regression,order-fulfillment-service/feature-order-events#23475,2026-04-22T20:00:00,Jenkins,commerce/order-fulfillment-service,feature/order-events,11f8be19b2db95292c6cc6286af88db47e23382f,release_manager,NodeJS,ubuntu-latest,GCP,674,959,0,build,Build Failure,MAVEN_COMPILATION_FAILURE,"[Pipeline] stage(build) | [Pipeline] sh | docker build -t ghcr.io/order-fulfillment-service:11f8be19 . | ERROR: failed to solve: process ""/bin/sh -c npm run build"" did not complete successfully: exit code: 2 | buildkit=2ce00e1f9a0b5626",CRITICAL,80.73,19184,3,False,False,False,FAIL,36,22,2,0,0.63
ado-mobile-backend-build-test-deploy,20260621.29,2026-06-10T15:29:00,Azure DevOps,mobile/mobile-backend,renovate/python-requests-2.x,7b9c5391b781e71dc0192f5c9ca193013db2c274,dependabot[bot],Java,self-hosted-linux,On-Prem,241,1043,390,build,Configuration Error,HELM_VALUES_ERROR,"##[section]Starting: build | Agent job on Azure Pipelines | terraform plan | Error: Missing required variable ""container_image""; set TF_VAR_container_image before deployment | ##[error]Bash exited with code 1",MEDIUM,86.88,6624,1,False,False,False,FAIL,29,7,9,0,0.381
ado-deploypilot-ai-deploy-staging,20260610.31,2026-05-14T07:59:00,Azure DevOps,devops/deploypilot-ai,release/2026.06,2c868524e813b2df14ae045bb0f0ed13f4f117ea,platform_admin,Rust,ubuntu-latest,Azure,141,54,160,build,Resource Exhaustion,ENOSPC,##[section]Starting: build | Agent job on Azure Pipelines | docker build . | no space left on device while writing /var/lib/docker/overlay2/2bce9dee2a65af1fe446/diff/app/node_modules,CRITICAL,27.89,839,1,False,False,False,FAIL,6,1,1,0,0.309
circleci-notification-service-deploy-staging,52b67a4f-87e9-50f9-a4e7-e0132dc78a14,2026-04-12T08:01:00,CircleCI,messaging/notification-service,feature/auth-jwt,0e9e4f82e4a3206eeb99bb8ef8b050577a7c9b74,dependabot[bot],Go,ubuntu-latest,GCP,1200,589,1131,test,Dependency Error,MAVEN_DEPENDENCY_RESOLUTION,CircleCI step test | working_directory=~/project/notification-service | npm ci | npm ERR! code ETARGET | npm ERR! notarget No matching version found for spring-boot-starter-web@9.99.9 | package-lock.json out of sync,MEDIUM,35.05,19198,3,False,False,False,FAIL,56,34,9,0,0.405
jenkins-customer-profile-api-deploy-staging,customer-profile-api/ci-cd-proyecto#27528,2026-05-29T10:10:00,Jenkins,core/customer-profile-api,ci/cd-proyecto,2dcc84f874b270e805cd00eef0b4d8c0be199c8b,data_pipeline_bot,Java,ubuntu-latest,GCP,291,1249,255,deploy,Network Error,API_GATEWAY_TIMEOUT,"[Pipeline] stage(deploy) | [Pipeline] sh | npm ci | request to https://registry.npmjs.org/pandas failed, reason: getaddrinfo EAI_AGAIN registry.npmjs.org | script returned exit code 1",MEDIUM,85.98,17095,4,False,False,False,FAIL,22,3,12,0,0.605
gitlab-terraform-infra-security-scan,pipeline/996045/job/2355301,2026-04-28T13:32:00,GitLab CI,infra/terraform-infra,develop,633102fa26dcdccbf117453ac42d6216cafda74e,junior_juan,C++,windows-latest,AWS,252,1136,902,build,Permission Error,DOCKER_LOGIN_DENIED,Running with gitlab-runner 17.x | stage=build | $ make build | gh api repos/infra/terraform-infra/actions/secrets | HTTP 403: Resource not accessible by integration; GITHUB_TOKEN requires actions:write | ERROR: Job failed: exit code 1,CRITICAL,45.3,7681,1,False,False,False,FAIL,37,36,6,0,0.719
circleci-rag-qa-service-deploy-staging,2b65a501-274c-58fb-a829-322fe2aa2911,2026-04-30T22:13:00,CircleCI,platform-team/rag-qa-service,bugfix/payment-webhook,27fc2c2b003a8a0ff7e0489a064965e7af318139,release_manager,Java,macos-latest,GCP,936,87,0,build,Build Failure,CMAKE_LINK_ERROR,CircleCI step build | working_directory=~/project/rag-qa-service | cargo build --release | error[E0432]: unresolved import crate::feature_flags at /home/jenkins/workspace/rag-qa-service/src/main/java/com/company/users/Service.java:87:77 | Exited with code 1,MEDIUM,50.64,5396,3,False,False,False,FAIL,14,38,5,0,0.466
gha-notification-service-security-scan,118000879280-3,2026-05-03T15:14:00,GitHub Actions,messaging/notification-service,feature/pagos,1133b2e416a1d0271741375a611e2c54990b6207,carlos_dev,C++,windows-latest,Azure,676,1326,628,test,Dependency Error,MAVEN_DEPENDENCY_RESOLUTION,Run test job on ubuntu-latest | ##[group]refs/heads/feature/pagos | pip install -r requirements.txt | ERROR: Cannot install fastapi==0.110.0 and pydantic==1.10.2 because these package versions have conflicting dependencies,MEDIUM,72.31,6647,0,False,False,False,FAIL,84,28,3,0,0.915
gitlab-inventory-sync-worker-release,pipeline/987606/job/2336747,2026-04-13T08:26:00,GitLab CI,ops/inventory-sync-worker,renovate/python-requests-2.x,953aa36dd347f5d3748751c2cf6521ecb8a34e12,maria_sre,C++,windows-latest,On-Prem,1131,1059,1305,deploy,Deployment Failure,ALB_TARGET_UNHEALTHY,Running with gitlab-runner 17.x | stage=deploy | $ make deploy | kubectl describe pod | Warning FailedScheduling: 0/6 nodes are available: insufficient memory | namespace=payments-prod | ERROR: Job failed: exit code 1,CRITICAL,39.75,10702,1,False,True,False,FAIL,43,31,4,0,0.443
gitlab-model-serving-platform-build-test-deploy,pipeline/986472/job/2334250,2026-04-11T08:24:00,GitLab CI,platform/model-serving-platform,release/2026.06,806b0258dc09d20f0b3373f450ed999bc06a7aab,qa_automation,Go,ubuntu-latest,Azure,271,413,0,build,Build Failure,GO_BUILD_FAILED,Running with gitlab-runner 17.x | stage=build | $ make build | cargo build --release | error[E0432]: unresolved import crate::auth at /builds/model-serving-platform/reports/handler.go:12:48 | ERROR: Job failed: exit code 1,CRITICAL,88.92,7593,3,False,False,False,FAIL,19,39,6,0,0.906
ado-push-notification-worker-security-scan,20260609.25,2026-05-02T15:04:00,Azure DevOps,mobile/push-notification-worker,release/2026.06,3a56839911404d6f558d42074fe8ee73babcd0f8,junior_juan,C++,windows-latest,On-Prem,180,349,111,deploy,Network Error,REGISTRY_504,"##[section]Starting: deploy | Agent job on Azure Pipelines | npm ci | request to https://registry.npmjs.org/pytest failed, reason: getaddrinfo EAI_AGAIN registry.npmjs.org",MEDIUM,68.72,3218,1,False,False,False,FAIL,17,7,2,0,0.291
gha-energy-forecasting-pipeline-deploy-staging,118000891504-1,2026-05-06T15:13:00,GitHub Actions,mlops/energy-forecasting-pipeline,ci/cd-proyecto,b00f54d21bfcc34eb31e6c7cfabba256e4baf5b5,github-actions[bot],C++,ubuntu-latest,On-Prem,321,297,135,build,Dependency Error,CARGO_CRATE_NOT_FOUND,Run build job on ubuntu-latest | ##[group]refs/heads/ci/cd-proyecto | go mod download | verifying github.com/company/auth@v0.0.11: checksum mismatch in go.sum,MEDIUM,43.9,5157,0,False,False,False,FAIL,8,7,3,0,0.305
gha-internal-api-gateway-security-scan,118001017833-1,2026-06-06T10:08:00,GitHub Actions,platform/internal-api-gateway,develop,433bab2c61803d11560392327d058b66c5f67b2a,github-actions[bot],Java,windows-latest,On-Prem,2873,1414,1066,test,Timeout,JOB_TIMEOUT,Run test job on ubuntu-latest | ##[group]refs/heads/develop | docker pull docker.io/company/internal-api-gateway:433bab2c | context deadline exceeded after 120s; registry did not respond | Error: Process completed with exit code 1,HIGH,93.99,23835,3,False,False,False,FAIL,24,20,2,0,0.786
gitlab-helm-charts-ci,pipeline/985509/job/2332127,2026-04-09T15:04:00,GitLab CI,infra/helm-charts,hotfix/urgent-rollout,be1eb70ef02920db451871d94483a8b4386d639d,junior_juan,Python,ubuntu-latest,On-Prem,1131,883,788,deploy,Timeout,WAIT_FOR_SERVICE_TIMEOUT,Running with gitlab-runner 17.x | stage=deploy | $ make deploy | pytest tests/integration --timeout=300 | TimeoutExpired: test suite exceeded 300 seconds while waiting for service at https://helm-charts.dev.internal.example.com/healthz,MEDIUM,60.09,6502,1,False,False,False,FAIL,66,36,11,0,0.448
ado-auth-service-security-scan,20260620.28,2026-05-30T07:18:00,Azure DevOps,security/auth-service,dependabot/npm_and_yarn/lodash-4.17.21,721406439d3830b153a066983d07f1fbc7256a78,dependabot[bot],Rust,ubuntu-latest,GCP,1220,632,0,build,Build Failure,GO_BUILD_FAILED,##[section]Starting: build | Agent job on Azure Pipelines | cargo build --release | error[E0432]: unresolved import crate::billing at /workspace/auth-service/src/reports.rs:17:73,HIGH,94.08,5452,3,False,False,False,FAIL,75,25,14,0,0.904
circleci-energy-forecasting-pipeline-nightly-regression,19ece9da-dc10-5d6f-b3ed-47c67ac9af5e,2026-04-19T17:20:00,CircleCI,mlops/energy-forecasting-pipeline,feature/auth-jwt,91323e4d56a3b8c900da43c10b6cff25f372846b,github-actions[bot],Go,windows-latest,Azure,356,905,850,deploy,Configuration Error,YAML_PARSE_ERROR,CircleCI step deploy | working_directory=~/project/energy-forecasting-pipeline | helm template charts/app -f values-staging.yaml | YAML parse error on charts/app/templates/deployment.yaml: mapping values are not allowed in this context,MEDIUM,78.97,20530,0,False,False,False,FAIL,28,2,10,0,0.543
circleci-billing-api-nightly-regression,7014dba5-bf9c-5100-911d-5b7ab8436ccc,2026-05-10T00:26:00,CircleCI,finance/billing-api,feature/auth-jwt,48c5e03dab10919859a0f679810baddcb34d1234,qa_automation,Python,ubuntu-latest,GCP,1791,694,580,deploy,Security Scan Failure,TRIVY_CRITICAL_CVE,CircleCI step deploy | working_directory=~/project/billing-api | trivy image --exit-code 1 gcr.io/internal-platform/billing-api:48c5e03d | CRITICAL CVE-2024-9577 found in openssl package; fixed version available,CRITICAL,79.13,2715,1,False,False,False,FAIL,75,26,11,0,0.862
jenkins-helm-charts-deploy-staging,helm-charts/feature-x#23862,2026-04-26T08:05:00,Jenkins,infra/helm-charts,feature/order-events,f661203ac404e519cdc470541774bb83225a952a,maria_sre,Go,macos-latest,On-Prem,288,1261,698,test,Resource Exhaustion,JAVA_HEAP_SPACE,[Pipeline] stage(test) | [Pipeline] sh | javac | java.lang.OutOfMemoryError: Java heap space during test compilation; MAVEN_OPTS=-Xmx1024m | script returned exit code 1,HIGH,84.17,19667,1,False,False,True,FAIL,65,22,7,0,0.273
jenkins-data-ingestion-service-ci,data-ingestion-service/hotfix-urgent-rollout#24461,2026-05-01T18:26:00,Jenkins,data/data-ingestion-service,hotfix/urgent-rollout,7b52c0dec5103a1217d5c2429845a24ce0de47f1,nimal_backend,Rust,ubuntu-latest,AWS,525,1483,1411,deploy,Deployment Failure,HEALTHCHECK_FAILED,[Pipeline] stage(deploy) | [Pipeline] sh | kubectl describe pod | Warning FailedScheduling: 0/6 nodes are available: insufficient memory | namespace=platform-staging,HIGH,58.22,17951,3,False,False,True,FAIL,94,41,13,0,0.732
gha-fraud-detection-api-ci,118000909432-3,2026-05-10T21:44:00,GitHub Actions,platform-team/fraud-detection-api,feature/order-events,a69acf19e392fb15d6a84099538ebda77957a1af,github-actions[bot],NodeJS,windows-latest,GCP,143,74,468,build,Resource Exhaustion,CPU_LIMIT_EXCEEDED,Run build job on ubuntu-latest | ##[group]refs/heads/feature/order-events | javac | java.lang.OutOfMemoryError: Java heap space during test compilation; MAVEN_OPTS=-Xmx1024m,CRITICAL,88.6,10136,3,False,False,True,FAIL,90,15,9,0,0.248
jenkins-feature-store-nightly-regression,feature-store/feature-model-registry#27036,2026-05-25T00:07:00,Jenkins,mlops/feature-store,feature/model-registry,15b2ec03628c3abfdfe18f7cf216fc2f757c813c,akash_mlops,Java,ubuntu-latest,AWS,1198,848,367,build,Dependency Error,PIP_RESOLUTION_IMPOSSIBLE,[Pipeline] stage(build) | [Pipeline] sh | cargo fetch | failed to select a version for `reqwest` required by package feature-store,MEDIUM,54.55,10212,2,False,False,False,FAIL,57,27,8,0,0.92
gha-search-api-ci,118000841918-3,2026-04-24T12:08:00,GitHub Actions,search/search-api,feature/auth-jwt,4fc64aaa4f40082cda44f913fe4102784af7aa42,github-actions[bot],Python,ubuntu-latest,Azure,1251,870,969,build,Timeout,TEST_TIMEOUT,Run build job on ubuntu-latest | ##[group]refs/heads/feature/auth-jwt | npm ci | command timed out after 600000ms during postinstall script for spring-boot-starter-web | Error: Process completed with exit code 1,HIGH,85.88,11395,3,False,False,False,FAIL,90,35,6,0,0.521
gitlab-ci-templates-build-test-deploy,pipeline/1015992/job/2399180,2026-06-03T15:09:00,GitLab CI,devops/ci-templates,release/2026.07,0c050529c50ecf833018f48cedd02a59858276c3,dependabot[bot],Rust,ubuntu-latest,On-Prem,1606,1430,872,build,Network Error,DNS_EAI_AGAIN,"Running with gitlab-runner 17.x | stage=build | $ make build | pipeline step failed after retry; logs were truncated after runner output limit, final exit status=1 | repository=ci-templates | ERROR: Job failed: exit code 1",MEDIUM,62.45,20865,3,False,False,False,FAIL,25,20,2,0,0.721
ado-order-fulfillment-service-release,20260604.24,2026-04-25T07:05:00,Azure DevOps,commerce/order-fulfillment-service,feature/auth-jwt,76b7cc232f1584dbeb5c480d97ebe8888a7c5654,renovate[bot],Python,windows-latest,AWS,983,118,836,test,Network Error,ECONNRESET,##[section]Starting: test | Agent job on Azure Pipelines | docker pull 123456789012.dkr.ecr.us-east-1.amazonaws.com/order-fulfillment-service:76b7cc23 | received unexpected HTTP status: 504 Gateway Timeout from registry mirror 10.3.3.94,HIGH,55.7,5017,3,False,False,False,FAIL,84,21,14,0,0.467
gha-data-ingestion-service-ci,118000990401-2,2026-05-30T18:38:00,GitHub Actions,data/data-ingestion-service,release/2026.07,2d83bf59aa079345b8e9b6ceb7ac4432e2362045,maria_sre,Rust,self-hosted-linux,On-Prem,415,347,11,test,Test Failure,PYTEST_ASSERTION,"Run test job on ubuntu-latest | ##[group]refs/heads/release/2026.07 | pytest -q /workspace/data-ingestion-service/src/notifications.rs | FAILED test_api_contract.py::test_deploy_contract - assert {""status"":""ok""} == {""status"":""error""} | short_sha=2d83bf59 | Error: Process completed with exit code 1",MEDIUM,39.51,4050,1,False,False,False,FAIL,8,7,0,1,0.174
circleci-kafka-stream-processor-security-scan,8cc97fb5-3fd2-5910-a2df-52e585f41ed1,2026-06-09T17:11:00,CircleCI,data/kafka-stream-processor,feature/pagos,6a778696c98c7f0c313c601d2a05bea0a2be492e,qa_automation,C++,ubuntu-latest,On-Prem,790,1282,1173,test,Dependency Error,MAVEN_DEPENDENCY_RESOLUTION,CircleCI step test | working_directory=~/project/kafka-stream-processor | go mod download | verifying github.com/company/payments@v0.0.11: checksum mismatch in go.sum,MEDIUM,41.32,14063,3,False,False,False,FAIL,19,18,9,0,0.244
gitlab-ml-training-pipeline-build-test-deploy,pipeline/1028516/job/2426744,2026-05-01T14:09:00,GitLab CI,mlops/ml-training-pipeline,renovate/python-requests-2.x,8d7ce2926f91d7c1bdb5e1fe3a343115d294fcbc,platform_admin,Go,macos-latest,AWS,894,1494,1017,build,Security Scan Failure,DEPENDABOT_ALERT,Running with gitlab-runner 17.x | stage=build | $ make build | trivy image --exit-code 1 ghcr.io/ml-training-pipeline:8d7ce292 | CRITICAL CVE-2024-7249 found in openssl package; fixed version available | ERROR: Job failed: exit code 1,CRITICAL,79.89,21224,2,False,False,False,FAIL,63,22,5,0,0.656
gitlab-model-serving-platform-ci,pipeline/989616/job/2341154,2026-04-16T22:14:00,GitLab CI,platform/model-serving-platform,feature/pagos,778052552126725ce9a20a673c59a13259eec508,release_manager,C++,ubuntu-latest,Azure,334,646,264,deploy,Network Error,ECONNRESET,"Running with gitlab-runner 17.x | stage=deploy | $ make deploy | pip install gin-gonic/gin | HTTPSConnectionPool(host='pypi.org', port=443): Read timed out. (read timeout=15)",HIGH,95.35,23563,3,False,False,False,FAIL,34,5,14,0,0.542
gha-web-portal-nightly-regression,118000754003-2,2026-04-03T00:09:00,GitHub Actions,web/web-portal,ci/cd-proyecto,7d21c0e4ffcad1622d2a84ad032c671fad3df372,carlos_dev,Rust,windows-latest,Azure,375,372,93,test,Test Failure,CPP_GTEST_FAILED,Run test job on ubuntu-latest | ##[group]refs/heads/ci/cd-proyecto | mvn test | [ERROR] Failures: CheckoutControllerTest.shouldCreateOrder:221 expected:<201> but was:<500> | Error: Process completed with exit code 1,MEDIUM,69.83,4147,1,False,False,False,FAIL,21,7,1,1,0.066
jenkins-deploypilot-ai-nightly-regression,deploypilot-ai/feature-x#26188,2026-05-17T07:38:00,Jenkins,devops/deploypilot-ai,feature/pagos,3d6f3e2549a2dcc5c48fd05492b6cd13b7c2dddc,qa_automation,Go,windows-latest,AWS,891,1292,1023,build,Timeout,TEST_TIMEOUT,[Pipeline] stage(build) | [Pipeline] sh | pytest tests/integration --timeout=300 | TimeoutExpired: test suite exceeded 300 seconds while waiting for service at https://deploypilot-ai.staging.internal.example.com/healthz,HIGH,46.28,10782,1,False,False,False,FAIL,69,7,9,0,0.853
gitlab-ci-templates-nightly-regression,pipeline/990284/job/2342618,2026-04-18T03:06:00,GitLab CI,devops/ci-templates,master,58bbef2ce806d922b90958d1e34c62381ff056e9,isuru_devops,Java,macos-latest,AWS,140,121,66,deploy,Permission Error,SECRET_NOT_FOUND,Running with gitlab-runner 17.x | stage=deploy | $ make deploy | make deploy failed with exit code 1; cached dependencies restored successfully but command did not complete | commit=58bbef2c | ERROR: Job failed: exit code 1,CRITICAL,60.08,5438,0,False,False,False,FAIL,24,3,3,0,0.339
