pipeline_id,run_id,timestamp,ci_tool,repository,branch,commit_hash,author,language,os,cloud_provider,build_duration_sec,test_duration_sec,deploy_duration_sec,failure_stage,failure_type,error_code,error_message,severity,cpu_usage_pct,memory_usage_mb,retry_count,is_flaky_test,rollback_triggered,incident_created,result,commit_size,files_changed,warnings,tests_failed,previous_failure_rate
jenkins-billing-api-security-scan,billing-api/master#22349,2026-04-12T15:39:00,Jenkins,finance/billing-api,master,ec2376ed65c4ac2df62de7a34dfa64958db95520,carlos_dev,C++,windows-latest,Azure,366,707,303,test,Dependency Error,GO_SUM_MISMATCH,[Pipeline] stage(test) | [Pipeline] sh | mvn dependency:resolve | Could not find artifact com.company:users-client:jar:2.7.14 in internal-nexus (https://nexus.internal.example.com/repository/maven-public) | script returned exit code 1,MEDIUM,80.59,9323,1,FALSE,FALSE,FALSE,FAIL,65,34,8,0,0.778
jenkins-feature-store-pr-validation,feature-store/release-2026-07#30562,2026-04-07T13:31:00,Jenkins,mlops/feature-store,release/2026.07,326b0fbb6c68e8aa4736016fe6e85e7603064836,akash_mlops,Java,windows-latest,None,2010,1460,811,test,Timeout,DEPLOY_TIMEOUT,[Pipeline] stage(test) | [Pipeline] sh | kubectl rollout status deployment/feature-store -n ml-staging --timeout=300s | timed out waiting for the condition,MEDIUM,69.44,4325,2,FALSE,FALSE,FALSE,FAIL,34,17,5,0,0.779
gha-e2e-test-suite-security-scan,118000000706-2,2025-10-01T07:30:00,GitHub Actions,qa/e2e-test-suite,feature/auth-jwt,b3f92d11ad8a04af859f47f2de91c11111bee10d,github-actions[bot],Java,ubuntu-latest,None,133,58,315,None,None,None,Run test job on ubuntu-latest | ##[group]refs/heads/feature | Java unit and integration tests passed | coverage report uploaded | no deployment rollback required,None,68.74,4362,0,FALSE,FALSE,FALSE,PASS,21,1,1,0,0.293
circleci-rag-qa-service-nightly-regression,31dd50d3-ef91-50a9-9635-c404dbacaa99,2025-11-22T21:29:00,CircleCI,platform-team/rag-qa-service,main,4e6b17e1fefb4183ab89a13d85cba9cc4a1af3fd,akash_mlops,Go,windows-latest,Azure,660,448,178,None,None,None,CircleCI step test | working_directory=~/project/rag-qa-service | Go unit and integration tests passed | coverage report uploaded | no deployment rollback required,None,24.36,3220,0,TRUE,FALSE,FALSE,PASS,13,7,1,0,0.304
gha-user-session-service-build-test-deploy,118000364504-3,2025-12-29T01:16:00,GitHub Actions,platform/user-session-service,master,b7b57628632e8d0fd26dadb26858a7bd0518a83e,security_scan_bot,Rust,ubuntu-latest,GCP,409,178,117,None,None,None,Run build job on ubuntu-latest | ##[group]refs/heads/master | artifact user-session-service:b7b57628 published | all required checks passed,None,65.25,1144,1,FALSE,FALSE,FALSE,PASS,26,9,1,0,0.218
gha-analytics-etl-deploy-staging,118000201260-2,2025-11-19T05:17:00,GitHub Actions,data/analytics-etl,develop,1522dcf4d0dd8df6d5cbfb14a51e665004579f0f,dependabot[bot],NodeJS,macos-latest,AWS,55,176,98,None,None,None,Run test job on ubuntu-latest | ##[group]refs/heads/develop | NodeJS unit and integration tests passed | coverage report uploaded | no deployment rollback required,None,19.51,2951,0,FALSE,FALSE,FALSE,PASS,28,3,0,0,0.189
ado-auth-service-pr-validation,20260626.22,2026-04-06T22:38:00,Azure DevOps,security/auth-service,bugfix/payment-webhook,d20cc639071fcf88f0cd6dc329d4c27b434b8c78,devops-bot,Rust,windows-latest,GCP,365,1270,167,build,Configuration Error,PydanticValidationError,"##[section]Starting: build | Agent job on Azure Pipelines | actionlint .github/workflows/deploypilot-ci.yml | .github/workflows/deploypilot-ci.yml:209:9: unexpected key ""runs_on""; did you mean ""runs-on""?",HIGH,71.53,10425,3,FALSE,FALSE,FALSE,FAIL,2,4,4,0,0.896
circleci-data-ingestion-service-ci,1187e187-c4f7-5986-8281-dd3dff21d603,2026-05-26T01:20:00,CircleCI,data/data-ingestion-service,dependabot/npm_and_yarn/lodash-4.17.21,3dec2c6a15b2d10c20c800f19ebc4da310bdb555,github-actions[bot],Java,macos-latest,Azure,534,846,923,build,Dependency Error,GO_SUM_MISMATCH,CircleCI step build | working_directory=~/project/data-ingestion-service | pip install -r requirements.txt | ERROR: Cannot install fastapi==0.110.0 and pydantic==1.10.2 because these package versions have conflicting dependencies,HIGH,44.02,9672,2,FALSE,FALSE,FALSE,FAIL,83,5,5,0,0.651
jenkins-auth-service-pr-validation,auth-service/feature-order-events#22674,2026-04-15T17:32:00,Jenkins,security/auth-service,feature/order-events,7159be3e03036ce8da01b24c7c009b99a4cdb744,maria_sre,C++,macos-latest,Azure,947,1214,797,deploy,Deployment Failure,HEALTHCHECK_FAILED,[Pipeline] stage(deploy) | [Pipeline] sh | kubectl rollout status deployment/auth-service -n dev --timeout=180s | error: deployment exceeded its progress deadline | image=registry.gitlab.com/auth-service:7159be3e,CRITICAL,93.78,8062,2,FALSE,TRUE,FALSE,FAIL,73,14,13,0,0.491
jenkins-helm-charts-build-test-deploy,helm-charts/hotfix-urgente#29660,2026-04-18T04:25:00,Jenkins,infra/helm-charts,hotfix/urgente,3138a95f7e18b42be9d600d60c7958e255c2c7a1,maria_sre,Go,windows-latest,On-Prem,1495,1488,1123,build,Configuration Error,INVALID_SECRET_REFERENCE,[Pipeline] stage(build) | [Pipeline] sh | helm template charts/app -f values-staging.yaml | YAML parse error on charts/app/templates/deployment.yaml: mapping values are not allowed in this context | script returned exit code 1,MEDIUM,45.32,11910,3,FALSE,FALSE,FALSE,FAIL,7,4,8,0,0.58
circleci-web-portal-nightly-regression,b4bdb7a6-9d12-5fca-ba26-1a90aace7e23,2026-05-02T18:33:00,CircleCI,web/web-portal,develop,2293a11bb1698428aa1ed77d66e9d8983671fedd,platform_admin,NodeJS,windows-latest,Azure,630,1070,879,deploy,Permission Error,GITHUB_TOKEN_PERMISSION_DENIED,CircleCI step deploy | working_directory=~/project/web-portal | gh api repos/web/web-portal/actions/secrets | HTTP 403: Resource not accessible by integration; GITHUB_TOKEN requires actions:write,CRITICAL,71.22,8260,0,FALSE,FALSE,FALSE,FAIL,33,42,4,0,0.19
gha-reporting-dashboard-security-scan,118000234673-3,2025-11-27T08:59:00,GitHub Actions,reporting/reporting-dashboard,ci/cd-proyecto,c1c37651c69b0c354805fec94c8f1031b41830e9,sara_platform,NodeJS,ubuntu-latest,None,193,499,140,None,None,None,Run build job on ubuntu-latest | ##[group]refs/heads/ci/cd-proyecto | artifact reporting-dashboard:c1c37651 published | all required checks passed,None,70.59,291,0,FALSE,FALSE,FALSE,PASS,9,11,0,0,0.254
gitlab-ci-templates-build-test-deploy,pipeline/999472/job/2362849,2026-05-04T18:26:00,GitLab CI,devops/ci-templates,feature/auth-jwt,4ed0bb9fbb36776a71ffedfd13f44a6df84640d7,nimal_backend,NodeJS,macos-latest,GCP,487,641,1027,deploy,Configuration Error,YAML_PARSE_ERROR,"Running with gitlab-runner 17.x | stage=deploy | $ make deploy | actionlint .github/workflows/deploypilot-ci.yml | .github/workflows/deploypilot-ci.yml:130:50: unexpected key ""runs_on""; did you mean ""runs-on""? | ERROR: Job failed: exit code 1",HIGH,81.11,8644,3,FALSE,FALSE,FALSE,FAIL,29,11,7,0,0.497
jenkins-search-api-release,search-api/main#2111,2025-10-12T01:41:00,Jenkins,search/search-api,main,24489f5f79a4da16e25010aa976523c601636db6,data_pipeline_bot,NodeJS,macos-latest,Azure,835,1005,759,None,None,None,[Pipeline] stage(test) | [Pipeline] sh | NodeJS unit and integration tests passed | coverage report uploaded | no deployment rollback required,None,47.25,5168,2,FALSE,FALSE,FALSE,PASS,38,13,5,0,0.538
ado-customer-profile-api-deploy-staging,20260606.27,2026-05-20T15:01:00,Azure DevOps,core/customer-profile-api,release/2026.06,a59568cd53ddd7ebecfc9742acf97cd16fb61483,nimal_backend,C++,windows-latest,AWS,609,865,443,build,Resource Exhaustion,ENOSPC,##[section]Starting: build | Agent job on Azure Pipelines | javac | java.lang.OutOfMemoryError: Java heap space during test compilation; MAVEN_OPTS=-Xmx1024m | ##[error]Bash exited with code 1,CRITICAL,89.7,20975,1,FALSE,FALSE,TRUE,FAIL,56,10,4,0,0.867
gha-ml-training-pipeline-deploy-staging,118000313668-2,2025-12-16T14:33:00,GitHub Actions,mlops/ml-training-pipeline,develop,07e9aafc61dcd41cba029ad1de8fd3ab38292a10,dependabot[bot],NodeJS,self-hosted-linux,GCP,579,183,26,None,None,None,Run test job on ubuntu-latest | ##[group]refs/heads/develop | NodeJS unit and integration tests passed | coverage report uploaded | no deployment rollback required | warning: 2 non-blocking linter warnings recorded,None,28.5,1907,0,FALSE,FALSE,FALSE,PASS,20,12,2,0,0.302
gha-rag-qa-service-release,118000862603-2,2026-04-29T13:40:00,GitHub Actions,platform-team/rag-qa-service,develop,929a6bdfafb0e918b8c5047b6eb32b69c033b271,akash_mlops,Go,macos-latest,On-Prem,169,893,337,build,Resource Exhaustion,CPU_LIMIT_EXCEEDED,Run build job on ubuntu-latest | ##[group]refs/heads/develop | npm run build | FATAL ERROR: Reached heap limit Allocation failed - JavaScript heap out of memory | address=0xb03df923b770 | Error: Process completed with exit code 1,CRITICAL,93.94,29728,1,FALSE,FALSE,TRUE,FAIL,61,18,15,0,0.802
gha-mobile-backend-deploy-staging,118001051774-2,2026-06-04T07:12:00,GitHub Actions,mobile/mobile-backend,hotfix/urgent-rollout,a9c7e2f6c104e8f609c0896330378176e7d28933,akash_mlops,Rust,self-hosted-linux,AWS,1470,783,0,build,Build Failure,DOCKER_BUILD_FAILED,Run build job on ubuntu-latest | ##[group]refs/heads/hotfix/urgent-rollout | cmake --build build | undefined reference to `PublishEvent()` | collect2: error: ld returned 1 exit status | Error: Process completed with exit code 1,HIGH,83.92,4310,0,FALSE,FALSE,FALSE,FAIL,75,35,11,0,0.35
gha-push-notification-worker-nightly-regression,118000100275-3,2025-10-25T13:04:00,GitHub Actions,mobile/push-notification-worker,dependabot/npm_and_yarn/lodash-4.17.21,8ec8bba6d36560dfd20afd9f47bef4812e7cd0bb,devops-bot,C++,windows-latest,On-Prem,337,120,218,None,None,None,Run ci job on ubuntu-latest | ##[group]refs/heads/dependabot/npm_and_yarn/lodash-4.17.21 | 2025-10-25 13:04:00 checkout 8ec8bba6 | dependencies restored from cache | build and tests completed successfully,None,28.85,5669,1,FALSE,FALSE,FALSE,PASS,25,2,2,0,0.24
gitlab-kafka-stream-processor-build-test-deploy,pipeline/889697/job/2121330,2025-10-18T14:14:00,GitLab CI,data/kafka-stream-processor,feature/model-registry,9f981664cff99b03cee2fa3b5d792fe86fc5974a,data_pipeline_bot,Rust,macos-latest,AWS,740,492,292,None,None,None,Running with gitlab-runner 17.x | stage=deploy | $ make deploy | health check passed for https://kafka-stream-processor.staging.internal.example.com/healthz | deployment marked successful,None,50.95,5663,1,FALSE,FALSE,FALSE,PASS,15,6,4,0,0.26
gitlab-auth-service-ci,pipeline/1020501/job/2409116,2026-06-11T20:17:00,GitLab CI,security/auth-service,feature/auth-jwt,5d3bad48006a4800a92ec54f4abf63ebb43dc080,dependabot[bot],Go,macos-latest,AWS,1775,758,71,deploy,Network Error,DNS_EAI_AGAIN,"Running with gitlab-runner 17.x | stage=deploy | $ make deploy | pip install lodash | HTTPSConnectionPool(host='pypi.org', port=443): Read timed out. (read timeout=15)",MEDIUM,76.05,16751,5,FALSE,FALSE,FALSE,FAIL,36,44,13,0,0.543
gha-risk-scoring-service-ci,118000105996-2,2025-10-26T22:23:00,GitHub Actions,risk/risk-scoring-service,release/2026.07,413d6aa8b5e93e6d4ce712fcd96eb3c7f1425732,isuru_devops,Python,macos-latest,AWS,403,57,135,None,None,None,Run build job on ubuntu-latest | ##[group]refs/heads/release/2026.07 | artifact risk-scoring-service:413d6aa8 published | all required checks passed | warning: 1 non-blocking linter warnings recorded,None,49.16,5356,1,FALSE,FALSE,FALSE,PASS,24,12,1,0,0.202
gitlab-search-api-pr-validation,pipeline/1025667/job/2420471,2026-04-25T17:47:00,GitLab CI,search/search-api,feature/model-registry,f99ed7bce2633bbe7d52bd24294d2da2328a30a5,data_pipeline_bot,C++,macos-latest,GCP,1292,1069,776,deploy,Deployment Failure,ALB_TARGET_UNHEALTHY,Running with gitlab-runner 17.x | stage=deploy | $ make deploy | helm upgrade --install search-api charts/app -n ml-prod | Error: UPGRADE FAILED: cannot patch Deployment: spec.template.spec.containers[0].image: Invalid value 123456789012.dkr.ecr.us-east-1.amazonaws.com/search-api:f99ed7bc | ERROR: Job failed: exit code 1,CRITICAL,64.82,15385,1,FALSE,FALSE,FALSE,FAIL,32,40,4,0,0.564
gitlab-rag-qa-service-build-test-deploy,pipeline/1004468/job/2373830,2026-05-13T21:05:00,GitLab CI,platform-team/rag-qa-service,main,eebbe7e2f57d4f95c1d64bbccbcf1b3472ad2859,junior_juan,C++,macos-latest,AWS,326,113,31,test,Dependency Error,NPM_ETARGET,Running with gitlab-runner 17.x | stage=test | $ make test | go mod download | verifying github.com/company/search@v0.0.3: checksum mismatch in go.sum | ERROR: Job failed: exit code 1,HIGH,29.41,615,1,FALSE,FALSE,FALSE,FAIL,4,5,3,0,0.306
gha-analytics-etl-ci,118000115313-3,2025-10-29T05:48:00,GitHub Actions,data/analytics-etl,feature/model-registry,49c3848ec2b54c74ba2efa9c47b98f24aa4f9353,platform_admin,Python,macos-latest,AWS,529,114,24,None,None,None,Run test job on ubuntu-latest | ##[group]refs/heads/feature | Python unit and integration tests passed | coverage report uploaded | no deployment rollback required,None,36.67,2616,1,FALSE,FALSE,FALSE,PASS,23,4,3,0,0.015
circleci-internal-api-gateway-security-scan,e54d3121-b578-577f-aa06-efbd7fe52367,2025-10-11T08:43:00,CircleCI,platform/internal-api-gateway,develop,63b44e3c7763bd41437f652f17429d4a1def0e27,maria_sre,Python,macos-latest,AWS,468,439,128,None,None,None,CircleCI step build | working_directory=~/project/internal-api-gateway | artifact internal-api-gateway:63b44e3c published | all required checks passed,None,14.61,2991,0,TRUE,FALSE,FALSE,PASS,26,8,0,0,0.095
gitlab-rag-qa-service-release,pipeline/917921/job/2183439,2025-12-08T12:21:00,GitLab CI,platform-team/rag-qa-service,main,6c541fa4d31d9a7bbb97a30dd97dd5972a12ef82,security_scan_bot,Java,windows-latest,AWS,309,404,138,None,None,None,Running with gitlab-runner 17.x | stage=deploy | $ make deploy | health check passed for https://rag-qa-service.dev.internal.example.com/healthz | deployment marked successful | warning: 4 non-blocking linter warnings recorded,None,44.61,2774,0,FALSE,FALSE,FALSE,PASS,32,2,4,0,0.13
ado-kafka-stream-processor-build-test-deploy,20260612.89,2025-12-11T16:59:00,Azure DevOps,data/kafka-stream-processor,master,31faba400915e16138f948aa42459d8c62060dd9,data_pipeline_bot,Rust,macos-latest,GCP,667,37,395,None,None,None,##[section]Starting: ci | Agent job on Azure Pipelines | 2025-12-11 16:59:00 checkout 31faba40 | dependencies restored from cache | build and tests completed successfully,None,24.2,3172,1,FALSE,FALSE,FALSE,PASS,28,12,1,0,0.144
ado-feature-store-deploy-staging,20260608.65,2025-11-19T08:55:00,Azure DevOps,mlops/feature-store,hotfix/urgent-rollout,77c0ae3ea548337be184099fa5ac75d26186162b,github-actions[bot],Java,ubuntu-latest,On-Prem,375,210,451,None,None,None,##[section]Starting: security-scan | Agent job on Azure Pipelines | dependency audit completed with no blocking vulnerabilities | status=success,None,32.49,3097,0,FALSE,FALSE,FALSE,PASS,14,12,0,0,0.225
circleci-web-portal-deploy-staging,99065be0-9f39-5731-a098-db1236fecd9b,2025-11-27T15:09:00,CircleCI,web/web-portal,feature/model-registry,8f830f29166b2a289167e4fff78e49b9ce7fca60,isuru_devops,Rust,windows-latest,None,532,100,40,None,None,None,CircleCI step test | working_directory=~/project/web-portal | Rust unit and integration tests passed | coverage report uploaded | no deployment rollback required | warning: 1 non-blocking linter warnings recorded,None,68.57,2308,0,FALSE,FALSE,FALSE,PASS,28,12,1,0,0.014
gha-fraud-detection-api-deploy-staging,118001033197-1,2026-06-10T06:05:00,GitHub Actions,platform-team/fraud-detection-api,feature/pagos,e9b690fc85d219c54e305eff5542a6a312d414ec,nimal_backend,Java,ubuntu-latest,AWS,1115,431,324,deploy,Configuration Error,ENV_VAR_MISSING,"Run deploy job on ubuntu-latest | ##[group]refs/heads/feature-x | actionlint .github/workflows/deploypilot-ci.yml | .github/workflows/deploypilot-ci.yml:96:31: unexpected key ""runs_on""; did you mean ""runs-on""? | Error: Process completed with exit code 1",HIGH,68.75,19437,3,FALSE,FALSE,FALSE,FAIL,28,3,2,0,0.398
gitlab-feature-store-release,pipeline/920203/job/2188454,2025-12-12T15:40:00,GitLab CI,mlops/feature-store,feature/order-events,a7b0bf28652b82b3401206c320d57ec4bd233266,data_pipeline_bot,C++,windows-latest,On-Prem,522,242,190,None,None,None,Running with gitlab-runner 17.x | stage=ci | $ make ci | 2025-12-12 15:40:00 checkout a7b0bf28 | dependencies restored from cache | build and tests completed successfully,None,18.26,5032,0,FALSE,FALSE,FALSE,PASS,28,4,0,0,0.187
gha-deploypilot-ai-pr-validation,118000139179-3,2025-11-04T00:53:00,GitHub Actions,devops/deploypilot-ai,bugfix/payment-webhook,d96a35ba01031949da37c85eccc5cb2a4886ea6b,isuru_devops,C++,windows-latest,Azure,432,381,375,None,None,None,Run deploy job on ubuntu-latest | ##[group]refs/heads/bugfix/payment-webhook | health check passed for https://deploypilot-ai.dev.internal.example.com/healthz | deployment marked successful,None,48.52,1147,1,FALSE,FALSE,FALSE,PASS,15,2,2,0,0.181
circleci-billing-api-pr-validation,a501a953-2e40-5bf7-9d60-bb5c91b76dac,2025-10-03T18:35:00,CircleCI,finance/billing-api,dependabot/npm_and_yarn/lodash-4.17.21,1aba92bec587b9f5dc21a40896952de2b035bbcc,junior_juan,Java,ubuntu-latest,Azure,188,479,381,None,None,None,CircleCI step deploy | working_directory=~/project/billing-api | health check passed for https://billing-api.dev.internal.example.com/healthz | deployment marked successful,None,29.06,2157,0,FALSE,FALSE,FALSE,PASS,27,3,3,0,0.285
gitlab-recsys-clickthrough-service-build-test-deploy,pipeline/899260/job/2142387,2025-11-04T22:07:00,GitLab CI,mlops/recsys-clickthrough-service,feature/model-registry,6bca4b605277acc282dbe2b8741eb0a24d48d6e4,data_pipeline_bot,Rust,ubuntu-latest,AWS,284,1162,782,None,None,None,Running with gitlab-runner 17.x | stage=security-scan | $ make security-scan | dependency audit completed with no blocking vulnerabilities | status=success,None,86.59,1755,0,FALSE,FALSE,FALSE,PASS,30,10,4,0,0.366
circleci-inventory-sync-worker-ci,53a6f3a0-b8f2-5839-8148-3c267b34ef69,2026-04-11T05:17:00,CircleCI,ops/inventory-sync-worker,feature/model-registry,9af2debb1d8e7ddfa52ad45216f797e3f1f28ba6,dependabot[bot],Java,macos-latest,GCP,1518,1539,709,deploy,Timeout,DEPLOY_TIMEOUT,CircleCI step deploy | working_directory=~/project/inventory-sync-worker | mvn -B test | Build timed out after 20 minutes; last log line from Surefire: waiting for forked JVM | Exited with code 1,MEDIUM,35.69,21185,3,FALSE,FALSE,FALSE,FAIL,34,7,8,0,0.406
circleci-customer-profile-api-pr-validation,c3ab4e18-3136-5a63-8534-5c4660a87995,2026-04-11T21:39:00,CircleCI,core/customer-profile-api,master,667e7eb54e4c9688a465d201afad16ebcffdd5d6,maria_sre,C++,ubuntu-latest,AWS,289,105,12,test,Test Failure,GO_TEST_FAILED,CircleCI step test | working_directory=~/project/customer-profile-api | go test ./... | --- FAIL: TestPaymentWebhook (0.3s) | handler_test.go:39: got nil response body | Exited with code 1,MEDIUM,50.36,5635,1,FALSE,FALSE,FALSE,FAIL,11,4,1,1,0.176
gha-ml-training-pipeline-nightly-regression,118000175018-3,2025-11-12T19:42:00,GitHub Actions,mlops/ml-training-pipeline,release/2026.06,94a547c5c6c298770ecd3949eda216f9bdaa56f8,nimal_backend,Java,macos-latest,On-Prem,176,103,44,None,None,None,Run build job on ubuntu-latest | ##[group]refs/heads/release/2026.06 | artifact ml-training-pipeline:94a547c5 published | all required checks passed | warning: 1 non-blocking linter warnings recorded,None,27.07,5757,0,FALSE,FALSE,FALSE,PASS,23,12,1,0,0.225
circleci-auth-service-pr-validation,ebdbeba3-9810-5230-ba9d-3eb5b7f7083f,2026-05-07T17:15:00,CircleCI,security/auth-service,develop,9fb2588e5dfc8e76e8de7c70da5056d89f2d13ea,carlos_dev,NodeJS,ubuntu-latest,On-Prem,1587,645,791,test,Network Error,APT_NETWORK_FAIL,CircleCI step test | working_directory=~/project/auth-service | apt-get update | Temporary failure resolving archive.ubuntu.com; runner network check failed,MEDIUM,66.17,12150,4,FALSE,FALSE,FALSE,FAIL,41,11,11,0,0.216
ado-rag-qa-service-build-test-deploy,20260602.75,2025-11-28T20:06:00,Azure DevOps,platform-team/rag-qa-service,feature/order-events,0f6bba3415e18c3b2d09fc86b3b4a95fd3c72212,release_manager,Java,ubuntu-latest,Azure,248,444,382,None,None,None,##[section]Starting: ci | Agent job on Azure Pipelines | 2025-11-28 20:06:00 checkout 0f6bba34 | dependencies restored from cache | build and tests completed successfully,None,50,3403,0,FALSE,FALSE,FALSE,PASS,7,9,4,0,0.178
circleci-energy-forecasting-pipeline-nightly-regression,431e2d55-4b98-5253-ac26-5111913ff67a,2025-12-15T13:55:00,CircleCI,mlops/energy-forecasting-pipeline,ci/cd-proyecto,6faa3f2de01700224f42911e1078506cb801de20,github-actions[bot],Java,ubuntu-latest,AWS,431,232,273,None,None,None,CircleCI step deploy | working_directory=~/project/energy-forecasting-pipeline | health check passed for https://energy-forecasting-pipeline.dev.internal.example.com/healthz | deployment marked successful,None,71.47,447,0,FALSE,FALSE,FALSE,PASS,24,8,4,0,0.006
gha-internal-api-gateway-pr-validation,118001070309-1,2026-05-13T05:26:00,GitHub Actions,platform/internal-api-gateway,feature/auth-jwt,797b89c8833941b53d452bbe667a1401a1ff71f8,maria_sre,Rust,ubuntu-latest,On-Prem,422,636,242,deploy,Permission Error,SECRET_NOT_FOUND,Run deploy job on ubuntu-latest | ##[group]refs/heads/feature/auth-jwt | aws ecr get-login-password | An error occurred (AccessDeniedException): User arn:aws:sts::123456789012:assumed-role/github-actions is not authorized to perform ecr:GetAuthorizationToken,CRITICAL,79.66,7239,1,FALSE,FALSE,FALSE,FAIL,49,40,1,0,0.297
gha-rag-qa-service-security-scan,118000299859-2,2025-12-13T04:49:00,GitHub Actions,platform-team/rag-qa-service,hotfix/urgent-rollout,8dfb16a042f77df1eb337663a74f9034a4e2227c,qa_automation,Java,ubuntu-latest,GCP,522,279,262,None,None,None,Run test job on ubuntu-latest | ##[group]refs/heads/hotfix/urgent-rollout | Java unit and integration tests passed | coverage report uploaded | no deployment rollback required,None,38.66,5842,1,FALSE,FALSE,FALSE,PASS,14,8,0,0,0.192
gha-helm-charts-deploy-staging,118001024691-2,2026-06-08T03:46:00,GitHub Actions,infra/helm-charts,feature/pagos,73d57582d87e1f537805f9fb6299d6db10881f62,platform_admin,Rust,ubuntu-latest,Azure,856,1307,263,build,Resource Exhaustion,JAVA_HEAP_SPACE,Run build job on ubuntu-latest | ##[group]refs/heads/feature/pagos | cargo test --release | runner CPU throttled for 300s; job exceeded resource quota on self-hosted runner,CRITICAL,94.03,24773,1,FALSE,FALSE,FALSE,FAIL,28,30,4,0,0.428
gha-internal-api-gateway-pr-validation,118000882789-1,2026-05-04T11:03:00,GitHub Actions,platform/internal-api-gateway,feature/model-registry,e8117ce20e4d9f12900b9de51bfb7f4a93a0f2a5,github-actions[bot],Python,windows-latest,Azure,2437,797,610,deploy,Timeout,MAVEN_DOWNLOAD_TIMEOUT,Run deploy job on ubuntu-latest | ##[group]refs/heads/feature/model-registry | pytest tests/integration --timeout=300 | TimeoutExpired: test suite exceeded 300 seconds while waiting for service at https://internal-api-gateway.staging.internal.example.com/healthz | Error: Process completed with exit code 1,MEDIUM,54.32,10156,2,FALSE,FALSE,TRUE,FAIL,58,27,5,0,0.289
gitlab-billing-api-release,pipeline/1003547/job/2371799,2026-05-12T04:58:00,GitLab CI,finance/billing-api,hotfix/urgente,d690c40f48eaf03b35194cbcd7fe9df425a73f89,dependabot[bot],NodeJS,ubuntu-latest,GCP,1998,955,31,build,Network Error,API_GATEWAY_TIMEOUT,Running with gitlab-runner 17.x | stage=build | $ make build | curl -fsS https://billing-api.prod.internal.example.com/healthz | OpenSSL SSL_connect: Connection reset by peer in connection to 10.190.208.21:5128 | ERROR: Job failed: exit code 1,MEDIUM,77.94,22122,5,FALSE,FALSE,FALSE,FAIL,79,9,4,0,0.284
jenkins-customer-profile-api-deploy-staging,customer-profile-api/dependabot-npm-and-yarn-#8299,2025-12-06T20:19:00,Jenkins,core/customer-profile-api,dependabot/npm_and_yarn/lodash-4.17.21,d362461f29e74f10b204780055d80e050e1d788b,junior_juan,NodeJS,windows-latest,On-Prem,174,360,130,None,None,None,[Pipeline] stage(test) | [Pipeline] sh | NodeJS unit and integration tests passed | coverage report uploaded | no deployment rollback required,None,16.22,2037,1,FALSE,FALSE,FALSE,PASS,5,12,0,0,0.059
ado-notification-service-pr-validation,20260606.22,2026-04-10T09:24:00,Azure DevOps,messaging/notification-service,feature/model-registry,258fa6d981e28705a90fd607080707c172bc48d2,junior_juan,Go,ubuntu-latest,On-Prem,1721,532,0,test,Test Failure,CARGO_TEST_FAILED,##[section]Starting: test | Agent job on Azure Pipelines | mvn test | [ERROR] Failures: CheckoutControllerTest.shouldCreateOrder:196 expected:<201> but was:<500> | ##[error]Bash exited with code 1,MEDIUM,81.55,12437,0,FALSE,FALSE,FALSE,FAIL,17,26,8,15,0.464
gitlab-feature-store-nightly-regression,pipeline/1005572/job/2376262,2026-05-15T20:09:00,GitLab CI,mlops/feature-store,bugfix/payment-webhook,3a3f0ebafefa668eec2b25a24045c7ff4ff54ae0,akash_mlops,Java,macos-latest,AWS,518,781,149,build,Permission Error,AWS_ACCESS_DENIED,Running with gitlab-runner 17.x | stage=build | $ make build | docker push ghcr.io/feature-store:3a3f0eba | denied: requested access to the resource is denied; check registry credentials,HIGH,36.96,22084,0,FALSE,FALSE,FALSE,FAIL,65,7,7,0,0.345
gha-feature-store-ci,118000905004-3,2026-05-09T22:50:00,GitHub Actions,mlops/feature-store,feature/model-registry,92c7befc1b622013277e3da513c55140268b52d1,release_manager,Python,macos-latest,Azure,407,440,0,build,Build Failure,GO_BUILD_FAILED,Run build job on ubuntu-latest | ##[group]refs/heads/feature/model-registry | cmake --build build | undefined reference to `PublishEvent()` | collect2: error: ld returned 1 exit status | Error: Process completed with exit code 1,CRITICAL,43,3109,1,FALSE,FALSE,FALSE,FAIL,57,17,10,0,0.515
ado-ml-training-pipeline-release,20260605.23,2026-04-21T23:53:00,Azure DevOps,mlops/ml-training-pipeline,dependabot/npm_and_yarn/lodash-4.17.21,e762b87a1fb4a535957ddbdf40fc9e2df1d8e92c,carlos_dev,Python,macos-latest,GCP,1233,1140,231,deploy,Deployment Failure,IMAGE_PULL_BACKOFF,##[section]Starting: deploy | Agent job on Azure Pipelines | kubectl rollout status deployment/ml-training-pipeline -n platform-staging --timeout=180s | error: deployment exceeded its progress deadline | image=ghcr.io/ml-training-pipeline:e762b87a | ##[error]Bash exited with code 1,CRITICAL,67.84,11789,2,FALSE,FALSE,FALSE,FAIL,15,14,10,0,0.203
